City,Date,Shape,State,Summary
Lake Charles,11/27/16 03:20,Light,LA,Was at bridge and green oval orb shot pass me above then disappeared.
Raymond,11/27/16 00:07,Circle,NE,Bright circular light moving from Raymond to Lincoln in split seconds before disappearing.
Bailey,11/26/16 23:42,Disk,CO,I had stepped out on my tiny porch to view the stars as I often do. When I looked up in the northwest sky I saw a disk like saucer wit
Bergen,11/26/16 23:33,Triangle,NY,Triangle shaped flying object.
Middletown,11/26/16 23:30,Light,NY,distant bright twinking light shifting colors moving/drifting erratically.
Charlotte,11/26/16 22:30,Light,NC,White very bright burst of light.
Davenport,11/26/16 22:00,Circle,FL,Slow fireball with no tail floating over Central Florida sky.
Allen Park,11/26/16 21:45,Light,MI,Strange blue pulsing light.
Naugatuck,11/26/16 19:35,Light,CT,Bright light originally mistaken for a star. Began moving and hovering across wooded area for 5 min. ((anonymous report))
Venice,11/26/16 19:27,Light,FL,UFO spotting in Venice lights.
Fairview,11/26/16 19:00,Triangle,OR,A large craft with 4 solid white lights was flying low across the sky and then vanished.
McDonough,11/26/16 18:30,Light,GA,3 lights in the night sky one was bigger the others were smaller. (no sound) when we saw them one of them took of REALLY fast.
Shallotte,11/26/16 18:00,Changing,NC,Red and green dropping lights.
Spearfish,11/26/16 18:00,Disk,SD,"""Classic"" saucer."
New York City (Brooklyn),11/26/16 17:30,Triangle,NY,I noticed two yellow light which resemble airplane in the sky. ((anonymous report))
McChord AFB/Ft. Lewis,11/26/16 16:56,Fireball,WA,"Looked up above my house on jblm, Lewis main. Three balls of red flare light hovered over. The Blackhawks were not flying at all at thi"
Vacaville,11/26/16 15:00,Sphere,CA,Bright light staying perfectly still in s western sky and below cloud line
West New York,11/26/16 04:00,Light,NJ,"It was a bright neon blue light that moved swiftly,loud,and high pitched. ((anonymous report))"
Olathe,11/25/16 22:00,Chevron,KS,I was standing outside and happened to look up and saw a grey boomerang shaped object moving silently across the sky then over the hous
Tyrone,11/25/16 20:47,Light,GA,I was driving with the boyfriend when we saw three orbs of light in the sky in the shape of a triangle. One of them started moving unti
Vero Beach,11/25/16 20:00,Sphere,FL,Saw a formation of approx. 2 doz. reddish/ orange glowing spherical objects float cross from the ocean side (east) to west across Hwy
Nevada (eastern),11/25/16 19:00,Light,NV,Lights over Nevada seen from commercial airplane.
Bedford,11/25/16 19:00,Sphere,IN,"5 orange orbs, aligned somewhat vertically, though offset, were seen moving very slowly for about a minute"
Brandon,11/25/16 18:30,Fireball,FL,Ufo on fire in sky.
Port Orange,11/25/16 18:30,Unknown,FL,"I saw a suspicious object in the sky at dusk today. The sky was already pretty dark, so I couldn't make out its exact shape."
Torrance,11/25/16 17:30,Light,CA,"Red, green ball of light moving sporadically, descending, hovering and ascending. ((NUFORC Note: Probably a star. PD))"
Longmont,11/25/16 11:00,Circle,CO,My 9-year-old brother looked up into the sky because something caught his eye. Orange circle. ((anonymous report))
Corpus Christi,11/25/16 07:48,,TX,I have a picture. ((NUFORC Note: Lens flare? PD))
Warner Robins,11/25/16 01:30,Light,GA,Light in sky increases in brightness and then disappears
Newcastle,11/25/16 01:11,Flash,WA,"Flash of light over Newcastle, WA. Flashed twice. ((anonymous report))"
Graham,11/24/16 23:00,Circle,NC,"The object was blinking different colors. It was blinking red, green, blue. It was blinking very fast. It kept disappearing."
Annapolis,11/24/16 21:45,Light,MD,Orange lights by Severn River bridge.
Balko,11/24/16 20:30,Light,OK,Seen a red light heading south it turned blue stopped hovered about 3 mins. Turned orange and headed south I followed
Largo,11/24/16 19:30,Unknown,FL,"Erratic non-specific direction ""dot."""
Woodbridge,11/24/16 19:12,Oval,NJ,"2 bright white lights flying NE over Fords, paused in Woodbridge for a unique airshow then the headed south passing Perth Amboy."
Woodbridge,11/24/16 19:12,Light,NJ,"2 bright white lights flying NE over Fords, paused in Woodbridge for a unique airshow then the headed south towards Perth Amboy"
,11/24/16 19:00,Unknown,FL,((HOAX??)) Red light w/ a white blinker that would send out night different types of blinks and stop would swerve. ((anonymous report))
Oldsmar,11/24/16 18:30,Sphere,FL,Strange cream colored sphere that changed from looking like deflated balloon to hard white glass.
Zebulon,11/24/16 18:00,Disk,NC,"((HOAX??)) Mid-sized disk shaped obj., rotating violently, flying back and forth, landed several times, collision with dog & 2 people."
Monrovia,11/24/16 17:45,Light,MD,"Multiple bright orange lights near Monrovia, MD."
Grand Junction,11/24/16 03:00,Disk,CO,A large-seeming camouflaged saucer rotating on an axis
Colorado Springs,11/24/16 02:00,Light,CO,"S sky, my wife and I were on the porch and we saw one bright star, that was moving. It was twinkling. ((NUFORC Note: Sirius. PD))"
D'iberville,11/24/16 00:05,Light,MS,"Mysterious Red-blinking Lights Appear and Disappear, After Hovering Stationary Over Busy Shopping District in Biloxi, MS."
Johor (Malaysia),11/24/16,Circle,,"Circle craft with blue and green light rotating around the sky, look like collecting something. ((NUFORC Note: ""Twinkling"" star?? PD))"
Tinton Falls,11/23/16 23:00,Light,NJ,Circling lights in Monmouth County Night Sky. ((anonymous report))
Beaverton,11/23/16 22:30,Disk,OR,Massive green rotating disc-shaped lights over Portland
Central Square,11/23/16 21:15,Light,NY,Amber ball of light over Syracuse.
Carlsbad,11/23/16 19:20,Unknown,CA,"The object I saw during the day was WHITE as SNOW, larger than any aircraft, I saw a corner of it after the sun had set thru my binocul"
Poteau,11/23/16 01:43,Sphere,OK,Bright green light hovering in the sky then shoots across short distance and disappears completely from the sky.
Seguin,11/22/16 22:31,Triangle,TX,"Myself and the accompanying witness work in a water treatment plant, as we were walking along the catwalk we noticed flashing lights ab"
Oshawa (Canada),11/22/16 21:30,Sphere,ON,"Colourful Ball of Light Over Lake Ontario, Canada. ((NUFORC Note: Possible sighting of celestial bodies? PD))"
Mesa,11/22/16 21:30,Light,AZ,"Bright red light,waning until disappearing, moving in small, erratic, directional changes."
Largo,11/22/16 21:10,Chevron,FL,"Very dim white lighting, appr 5 evenly spaced lights down each leg of the chevron. Glided by in total silence, headed in a south direct"
Santa Clara,11/22/16 21:00,Other,UT,Southern Utah sceptic reporting cloaking UFO in hopes someone else saw it.
Santa Clara,11/22/16 21:00,Other,UT,Southern Utah sceptic reporting cloaking UFO in hopes someone else saw it
Beecher,11/22/16 21:00,Chevron,IL,Flaming wing. Quiet. Traveling east to west.
Derby,11/22/16 20:30,Flash,KS,Green bright flashes in sky over Derby/rosehill
Cecil,11/22/16 19:30,Formation,PA,"4 orange lights flying in formation - straight line, formation broke two went straight up, totally silent - seemed choreographed."
Atkinson/Kingston,11/22/16 16:17,Other,NH,"Large, bright claw-shaped object encountered below cloud cover with noticeable effect on electromagnetic spectrum."
New York City (Brooklyn),11/22/16 11:29,Circle,NY,"Three craft in formation over the Hudson River.

The object kept equidistant but spun within the formation. NYC tourism helicopters w"
Floral City,11/22/16 11:00,Chevron,FL,Pyramid shaped shiny object in sky.
Jarrettsville,11/22/16 07:50,Diamond,MD,"4 fire like orbs were seen disappearing and reappearing for 40 minutes in Jarrettsville, MD. ((anonymous report))"
Gainesville,11/22/16 07:00,Other,GA,One object with bright white lights remained still for about thirty minuts
San Diego,11/22/16 05:20,Sphere,CA,"It was a white glowing sphere. It was traveling from West to north east. I lost track of what happened next, it disappeared from sky. C"
Scarborough,11/22/16 04:45,Flash,ME,For unforeseen delays I was at least an half hour to 45 minutes behind schedule. ((anonymous report))
Bismarck,11/22/16 02:30,Circle,ND,Rolla.
Key Colony Beach,11/21/16 23:35,Light,FL,I saw what appeared to be lights outside that lit up and cast shadows on my front door’s window. ((NUFORC Note: Meteor?? PD))
Victoria (Canada),11/21/16 23:15,Other,BC,"A moving glow from something above a cloud over Victoria, BC."
Riverdale,11/21/16 18:25,Oval,GA,For the past 4 days I've seen this bright light in the sky and it's stationary for a few minutes and then it's gone. It's not far from
Fountain Hill,11/21/16 18:00,Light,AR,"~6pm each night towards west, before sunset a bright white light appears, its so bright it radiates. ((NUFORC Note: Planet? PD))"
Ventura,11/21/16 18:00,Circle,CA,"Round glowing ball changes shape. ((NUFORC Note: Probably a celestial body…a star or planet, we suspect. PD))"
Alexandria,11/21/16 17:00,Fireball,VA,This was a fireball quit and quick and Big.
Pearisburg,11/21/16 07:30,Triangle,VA,Triangular object with green lights.
Miramar Beach,11/21/16 06:00,Sphere,FL,Miramar Beach Florida Moving Sphere Appears in Sunrise Pics. ((NUFORC Note: We suspect lens flares. PD))
Honolulu,11/21/16 03:30,Other,HI,I observed red-orange orb lights floating on my back lanai at 3:30 am.
Sherman Oaks,11/21/16 02:00,Unknown,CA,Orange and blue light up the sky!
Burbank,11/21/16 00:05,Oval,CA,Bright Object Floating In Sky..
McKinney,11/20/16 00:00,Light,TX,Four to six light clusters in eastern sky.
Boise,11/20/16 23:30,Unknown,ID,Bright isolated orb. ((NUFORC Note: Possible sighting of an Iridium satellite flare? PD))
Springfield,11/20/16 22:23,Light,IL,I noticed in the south eastern sky a greenish red flashing light. ((NUFORC Note: Possible star or planet? PD))
San Jose,11/20/16 22:00,Fireball,CA,"FIREBALL COMES OUT THE SKY, WHILE THE CLOUDS TAKE SHAPE IN FORM.."
Charleston,11/20/16 21:20,Formation,TN,6* craft flying in formation..for a second... then appeared to move slightly out of formation and veer to the left...and we're gone out
Lincoln,11/20/16 11:10,Oval,NE,Silver aircraft hovered over city then vanished.
Franklin,11/20/16 09:30,Light,WI,"Bright multi colored light. ((NUFORC Note: ""Twinkling"" star, we suspect, possibly Sirius. PD))"
Pamplin,11/20/16 07:10,Changing,VA,"Saw 3 super bright white lights.also changed colors at times to red,green,blue 3 objects were about 1/2 mile apart flying just above tr"
Apollo Beach,11/19/16 22:00,Light,FL,Reddish-orange round ball of light flying over Apollo Beach.
Salt Lake City,11/19/16 21:30,Circle,UT,Multiple objects headed south to north.
Myrtle Beach,11/19/16 21:00,Circle,SC,Two lights zigging and zagging dropped into view for 15 seconds then flew up and disappeared.
Oregon City,11/19/16 20:40,Light,OR,What we witnessed has changed our entire way of thinking!
San Marcos,11/19/16 20:00,Circle,CA,Group of 10-15 small circular lights in San Marcos.
Jefferson City,11/19/16 19:15,Chevron,MO,"Either several aircraft at higher altitude, or one craft at lower (2,000ft?) flew East x Southeast overhead in rigid formation."
Victoria (Canada),11/19/16 19:00,Oval,BC,Orange/red sun like oval very bight below the clouds.
Boynton Beach,11/19/16 19:00,Circle,FL,A bright red orange circle in the sky.
Zephyrhills,11/19/16 18:30,Fireball,FL,Fireball launched into sky. ((anonymous report))
Brandon,11/19/16 18:30,Triangle,FL,"Brandon, Florida, Nov. 19, 2016 standing outside to see the space shuttle take off it was approximately 6:30 pm and towards the north"
Bristol,11/19/16 18:22,Light,CT,"They were red lights in formation all traveling at the same speed.

At first I thought they we're an airplane but there was too man"
Woodbridge,11/19/16 18:15,Formation,VA,We were outside having a cigarette and I believe I was the first to point it out. In the sky it was pretty cloudy out and raining there
Fishers,11/19/16 18:00,Light,IN,"Group of strange light orbs over eastern Fishers, IN, for hours with no particular pattern."
Louisville,11/19/16 17:30,Other,KY,Strange straight white light with V shape turned onit's side tail with a red light seen in the same spot not moving for about a hour .
Woodbridge,11/19/16 17:30,Circle,VA,4 lights hit each other zoom out and repeating sequence of movement. ((NUFORC Note: Advertising lights. PD))
Blaine,11/19/16 16:30,Rectangle,MN,I was driving north on 35w and somewhere around Blaine Mn I noticed 2 odd black rectangle shapes flying in the sky maybe 500 to 1000 fe
Ferrisburgh,11/19/16 16:00,Light,VT,Light in the sky.
Springfield,11/19/16 15:00,Circle,MA,"Saw a bunch of sparkling silver colored crafts, one larger craft above them,no noise not sure of shape, white military jet with no wing"
Minneapolis,11/19/16 13:00,Rectangle,MN,Rectangular prism hanging over Minneapolis vanishes after 1 minute duration
Newnan,11/19/16 12:05,Light,GA,"I look and it's like a helicopter spot light is aiming directly at the house, but it is making zero noise."
Largo,11/19/16 11:30,Chevron,FL,I was in the back yard with my dogs and talking on the phone when I happened to see a blue chevron shaped object traveling from west to
Cape Coral,11/19/16 09:00,Unknown,FL,Strange blue and red lighted object in night sky.
Wichita,11/19/16 07:34,Light,KS,My father and I are in my van with my children. He is driving and I'm the passenger seat. We are going north on Broadway (Aka Old Route
Smithton,11/19/16 07:00,Oval,PA,"Saw a unidentified object flying thru Smithton, PA, on I-70.7:00 am Friday 11-18-2016."
Obernburg,11/19/16 05:05,Cylinder,NY,Long cylinder traveling slow.
Litchfield Park/Glendale,11/19/16 01:40,Unknown,,I saw a super fast light way larger than a shooting star shoot straight side ways at Super sonic speed. ((anonymous report))
Columbus,11/18/16 23:30,Cylinder,OH,An orange cylinder flew north in the sky and moved at a moderate speed silently away from us and disappeared.
Sioux Falls,11/18/16 23:00,Chevron,SD,Boomerang With floating/fluttery material.
Fletcher,11/18/16 21:00,Triangle,NC,"Triangular silent hovering object over Hwy 26, near Fletcher"
Thunder Bay (Canada),11/18/16 19:30,Light,ON,Ball of Bluish white light entering home. Flashes of light and missing time.
Billings,11/18/16 19:25,Triangle,MT,"Triangular flying object with very dim lights seen flying northeast across the sky of west side of Billings, MT."
Billings,11/18/16 19:25,Triangle,MT,"Triangular flying object with very dim lights seen flying northeast across the sky of west side of Billings, MT."
Stone Creek,11/18/16 19:15,Triangle,OH,At 7:15 pm traveling S on US Highway 77 we spotted a triangle shape with lights all the way around the outside edge and a main light
Carrollton,11/18/16 18:30,Circle,OH,"Bright green center, yellow white rays around. object elongated or shifted but did not seem to move. ((anonymous report))"
Hampton,11/18/16 17:30,Sphere,VA,"Star-like sphere, dimmed, flew away and disappeared."
Nashville,11/18/16 16:00,Changing,TN,"There was a bright light in the sky that had red and blue and green lights blinking. ((NUFORC Note: ""Twinkling"" star? PD))"
Kittery area,11/18/16 14:00,Other,ME,A disappearing object.
Mc Murray,11/18/16 10:45,Triangle,PA,"Hovered in sky for about 30 min., then quickly moved east no sound and many lights in a triangle shape."
New York City (Bronx),11/18/16 08:25,Cigar,NY,Long shape with red & yellow going around with no en trail nor wings going around and around
New York City,11/18/16 06:12,Rectangle,NY,UFO with several lights followed by bright comet like tail flying west to east in NYC north of Empire State Building
Farmington,11/18/16 01:44,Fireball,NH,Meteor large tail very visible with lots of twirling smoke.
Buena Park,11/17/16 22:00,Light,CA,Outside in backyard looked up at night sky witnessed bright white light traveling very very fast for a few seconds then completely disa
Athens,11/17/16 21:30,Light,OH,Bright light that disappeared fast.
Methuen,11/17/16 21:30,Light,MA,"Four bluish-white lights (possibly saucers) + one upside-down teardrop ship over i93 and own home, Methuen, MA, 01844"
Benton City,11/17/16 20:30,Light,WA,I was standing outside smoking a cigarette and looking up in the sky as I usually do and I saw what I thought was an airplane at first.
Balko,11/17/16 20:00,Disk,OK,Seen a red object flying N. It stopped turned blue hovered for a few mins. It then turned orange and headed N and hovered again then sh
Stevens Point,11/17/16 20:00,Formation,WI,Was looking south from Patch St and Welsby Ave and saw a &quot;line&quot; of six lights running east to west. Then they turned (rotated
Caldwell,11/17/16 20:00,Formation,ID,"Formation over Caldwell, Idaho."
High Point,11/17/16 20:00,Circle,NC,White balls of light in backyard.
Jordan,11/17/16 19:40,Fireball,MT,"25 mi. from Jordan, MT, driving North on hwy 200, 740pm Nov. 17th, 2016,...the sky suddenly lit up, so bright like it was daytime."
Elizabethton,11/17/16 19:35,Circle,TN,Cluster of lights probably thousands it started very low directly above street lights and floated up up into the sky until we couldn't
Lower Burrell,11/17/16 19:24,Triangle,PA,GREEN TRIANGLE.
Hemet,11/17/16 19:00,Disk,CA,"Saw bright light hoovering in sky,and over the course of a couple hours we watched about 12 or so drones flying by the object. I've nev"
Nampa,11/17/16 18:02,Triangle,ID,Bright triangle shaped set of 3 lights pulses.very bright not like a planet or star.no noise. Seems to be less bright and farther away
Oshkosh,11/17/16 13:00,Light,WI,Lights floating down blink immediately pop back up different area repeated 3 times.
Avon,11/17/16 07:45,Light,CO,2 aircraft w white lights early morning.
Stonington,11/17/16 04:45,Light,ME,Slow floating white light seen over Stonington at 4:45 am that lasted about 5 secs.; disappeared after passing over tree line.
Fripp Island,11/16/16 23:00,Light,SC,"3 slow moving lights, very low altitude, no sound, watched them approach, watch them going away, no recall of them overhead."
Elk Grove,11/16/16 23:00,Circle,CA,"Strange lights over Central Valley, CA."
Benson (north of),11/16/16 22:37,Light,AZ,Large amber light turns into 5 and slowly disappears
Schenectady,11/16/16 22:15,Other,NY,"Massive 6 bright white lights in a line, slightly arched, then changed into reddish orange light ball and disappeared."
London (Canada),11/16/16 22:00,Circle,ON,"Solid bright red light, with intermittent white flashing while hovering in a stationary location"
Barberton/Akron,11/16/16 21:30,Circle,OH,My boyfriend and I saw at least a dozen circular ufos in the sky off of highway 224. All were motionless except for one. The one moved
Middleton,11/16/16 20:50,Sphere,ID,I was driving on my way home from work. I was westbound on Purplesage road when I saw a blue orb or spherelike object with a bright c
Danville,11/16/16 20:30,Light,KY,Two unusual bright lights seen from passenger jet that just strangely winked out.
Maple Grove,11/16/16 20:05,Triangle,MN,2 ufos you could see inside one.
Maricopa,11/16/16 20:00,Circle,AZ,3 lights in a line that would randomly go dark and return to color. Stayed in formation the while time.
Perth (Australia),11/16/16 20:00,Triangle,,"illumination, morphing, bright star."
Lake Havasu City,11/16/16 20:00,Cross,AZ,8 Flashing lights seen flying in formation with multiple other planes flying in close proximity for long periods of time circling over
Wood Village,11/16/16 19:00,Light,OR,"I saw a small trail of light, heading from W to E, resembling that of a shooting star, except much lower in the earth's atmosphere."
Carlton,11/16/16 19:00,Fireball,OR,Brilliant green fireball arching over sky.
Green Garden Township,11/16/16 18:30,Light,IL,"Very low bright light hovering near Manhattan, Illinois..... ((anonymous report))"
Frostproof,11/16/16 18:00,Light,FL,There were three big lights of amber color in the eastern sky very big but they were all in a row. Upon following the lights two more
Banff (Canada),11/16/16 18:00,Disk,AB,Flying disk shape saucer seen over tunnel mountain in Banff.
Egg Harbor Township,11/16/16 18:00,Other,NJ,Driving down rt 40 in eht between Ubel and English Creek ave. I noticed 3 lights lined up.
Shady Cove,11/16/16 17:30,Light,OR,"Eight moving red/white lights--flying in random order from west to east over Shady Cove, OR the evening of November 16, 2016."
Fremont,11/16/16 17:17,Light,WI,3 orbs over central Wisconsin.
Mosinee,11/16/16 16:00,Fireball,WI,Orange ball of Fire.
Clarksville,11/16/16 08:45,Triangle,TN,Very low (less than 700') flying triangular shape craft with three distinct lights with one being red/orange. ((anonymous report))
Richland,11/16/16 00:05,Formation,WA,Dim blue light formation of clear camouflage craft
Bettendorf,11/15/16 20:10,Light,IA,Orange lights over the Quad Cites.
Phoenix,11/15/16 20:00,Egg,AZ,2 fast low flying planes follow point of light in sky over east valley in Phoenix
Portland,11/15/16 19:10,Triangle,OR,"Transparent and shimmering, triangular, completely silent, travelling N to S 20 yards above rooftops, three jets followed."
Stevens Point,11/15/16 18:45,Light,WI,During a break at work I noticed a bright light over the tree line. I thought it was odd because I never noticed a star there before.
Seattle,11/15/16 18:30,Light,WA,Blue lights over northwestern Seattle sky.
Prince Albert,11/15/16 18:00,Triangle,SK,A bright halogen like light listed lazily in a 10 degree area near direct overhead.
Stevens Point,11/15/16 17:55,Circle,WI,Trail of white lights rotates in circle three times and disappears
Naperville,11/15/16 17:30,Circle,IL,"Right above the movie theater, there was a round shaped object in the sky. There were red, blue and white flashing lights on the side."
Pottstown,11/15/16 17:00,Circle,PA,"Late afternoon saw a small cloud. It just looked different, whiter/brighter. ((anonymous report))"
Berlin,11/15/16 17:00,Formation,WI,I was standing in my drive way with My father and a friend when my dad noticed a strange light in the sky it would be on then shut off
Tahlequah,11/15/16 14:00,Teardrop,OK,((HOAX??)) Saw 3 white objects 2 just hovered together. The other one moved away slowly by itself. ((anonymous report))
Glendale,11/15/16 08:00,Changing,AZ,((HOAX??)) Mother ship released four lights.
Old Washington,11/15/16 07:05,Formation,OH,Strange obj. on horizon moved as we looked at it and slowly came towards us and hovered with 1 blinking light. ((anonymour report))
Saltillo,11/15/16 03:45,Fireball,MS,"Bright silver/white ""streak"" with an est. alt. of maybe 1000-1200' above tree line, NE of Saltillo. ((anonymous report))"
Portland,11/15/16 03:29,Oval,OR,"Hovering oval object in Portland, Oregon."
Hillsboro,11/14/16 23:30,Disk,OR,I by accident photographed with a digital camera a single grey saucer like object with ridges and an oblong portal
Gardena,11/14/16 22:03,Light,CA,Strange light beam follows diamond shaped object.
Longmont,11/14/16 21:00,Formation,CO,"11/14/2016 - 4-6 large white circles in two groups moving, disappearing and re-appearing and circling each other in the Eastern sky."
Deltona,11/14/16 19:30,Triangle,FL,"I was driving south east with 2 other people in the car. I seen an object in the sky triangular in shape, with a light on each corner,"
Central City,11/14/16 19:25,Light,NE,Four bright orange lights observed in a linear pattern.
Irving,11/14/16 19:21,Other,TX,Two observers. Both are professionals working in Children's television. One of which is the producer of a network locally in Fort Worth
Jacksonville,11/14/16 19:17,Light,FL,Bright Light in Clear Sky.
Blanchardville,11/14/16 19:00,Light,WI,"Loud rumbling sound, a plane's lights, and anomylous lights."
Columbus,11/14/16 19:00,Light,OH,I saw a total of three lights moving north to south with the city of Columbus till they disappeared.
Summerville,11/14/16 18:45,Light,SC,Bright orange orb-light morphed across the evening sky.
,11/14/16 17:56,,,General comment: Many of these people report observations long enough to takr a picture and yet none are available? Hmmmm .
Waupaca,11/14/16 17:00,Formation,WI,Bright pinkish orange lights in a tight line formation
Cardiff (UK/Wales),11/14/16 16:30,Other,,Large black elongated rugby ball shape ufo.
Wilkesboro,11/14/16 16:15,Other,NC,Loud rumbling in a clear sky. Many people in area heard it.
Pickering (near) (Canada),11/14/16 07:30,Unknown,ON,Commercial passenger plane narrowly avoids collision with mystery object.
Fresno,11/14/16 01:00,Light,CA,Saw an unidentified seemingly intelligent white orb or object moving along the surface and under water while camping at Pine Flat Lake.
Glendale,11/14/16 00:00,Circle,AZ,"I walked out of my friends house toward my car looking west and spotted two orange lights coasting downward toward earth, the lights s"
Benson,11/13/16 23:20,Triangle,VT,Triangular object hovering with red and green lights.
Palmyra,11/13/16 23:15,Circle,PA,Very slow moving object in SE sky. Viewed obj. with binox and there were at least 3 distinct red lights.((NUFORC Note: Sirius? PD))
North Chesterfield,11/13/16 23:00,Changing,VA,state of sound mind that there is an unidentified changling in the sky s.e. of n. chesterfield va. ((NUFORC Note: Sirius?? PD))
Coconut Creek,11/13/16 21:25,Oval,FL,"3 orange lights over Coconut Creek, FL."
Chesapeake Bay (above; south of Annapolis),11/13/16 21:00,Triangle,MD,"Witnessed three bright lights holding in a triangle shape over Chesapeake Bay; very bright, pulsating, incredible speed, not aircraft."
Ottawa (Canada),11/13/16 21:00,Light,ON,"Gf and I watching super moon, saw a wobbling star which was moving up, down and slightly to each side. ((NUFORC Note: Star?? PD))"
Chester,11/13/16 20:45,Diamond,SD,"Quiet, swift moving craft."
Gila Bend (west of; on I-8),11/13/16 19:30,Light,AZ,Lights from sky following car near Gila Bend I-8.
Centerville,11/13/16 19:30,Circle,OH,I was out watching the moon as it was bigger and brighter than it had been since 1948. I notice a white object moving at a high rate of
Selma,11/13/16 19:00,Changing,IN,Went out to see the full moon and over my rooftop towards the North was a greenish blue object darting all over the sky. It was met wit
Grande Prairie (Canada),11/13/16 18:41,Light,AB,"I went outside onto my deck. A single light, very visible in the sky, travelled parallel to the horizon for no more than 4 seconds. I"
Benicia,11/13/16 18:30,Light,CA,My brother and I were driving from martinez to where we were staying in benicia. As we were heading northwest on 780 about to exit I lo
Tacloban (Philippines),11/13/16 18:28,Other,,I am submitting first two photos. First is photo of the moon with a yellow dot besides it and second the enlarged yellow dot. I have s
Monroeville,11/13/16 18:25,Fireball,PA,"Multiple circular fireballs ascended into the sky, one after the other, from the Monroeville airport. Each continued moving upward int"
Wheaton,11/13/16 16:50,Fireball,MD,"Comet-shaped floating object flies toward Washington, DC."
Ottawa,11/13/16 15:00,Cylinder,IL,Cylinder shaped object over northern Illinois.
Elwood,11/13/16 14:10,Unknown,IL,Large contrail running south to north then turned 90 degrees to the west. This contrail was 200% larger and seemed very low to the grou
Bagley,11/13/16 05:00,Other,IA,Falling Stars and Cloaked Sightings.
Grand Rapids,11/13/16 00:01,Fireball,MI,Flashing light moving eractically in south east sky. ((NUFORC Note: Possibly a star?? PD))
Stockton,11/13/16,Disk,CA,2 disk shaped objects drop from the skyline vertical and accelerate horizontal to the clouds.
Maryville,11/12/16 22:00,Sphere,TN,"A small reddish light going faster then a plane in Maryville , TN.

I was laying in bed about to goto sleep when I looked up out the"
Andersonville,11/12/16 21:30,Rectangle,TN,Light Green rectangle appears for 4 second then flashes red lights in two spots on the front two corners twice then vanishes.
Auburn,11/12/16 21:10,Circle,WA,"Object appeared to be on fire, but steady control, altitude and direction."
Baltimore,11/12/16 21:00,Flash,MD,Bright light fell from the sky and disappeared I've seen comets before but nothing like this.
New Market,11/12/16 20:55,Changing,MD,"A bright white orb descended vertically, became a green line shape, changed direction, and shot away horizontally at blindiing speed."
Chesterfield,11/12/16 20:40,Formation,MI,2 v-shaped formations spotted.
Highland Park,11/12/16 20:10,Light,IL,"When I got off the highway 294 on Lake Cook road I noticed 5 lights. At first I thought it was a one group, but very soon I realized th"
Melbourne,11/12/16 19:30,Light,FL,((HOAX??)) I saw about 25 to 30 objects. Only lights from the distance. Taking off and gaining altitude. ((anonymous report))
Glendale,11/12/16 19:00,Circle,AZ,Ospreys USMC trainings.
Durham,11/12/16 18:05,Disk,NC,Wife and I saw 5 light orange disc like objects that appeared to be spinning flying W. ((anonymous report))
Fountain Hill,11/12/16 18:00,Changing,AR,"A white floating light first night observed in shape of a cross, radiating white light. ((NUFORC Planet in SW sky? PD))"
Bethesda,11/12/16 15:41,Fireball,MD,"Three comet-like, high-flying, no-noise aircraft over Washington, DC."
Bristol,11/12/16 14:00,Sphere,VA,"Dark Shadowy orbs floating over Bristol, Va."
Twin Falls,11/12/16 07:00,Circle,ID,Solid ball looking thing floating West. Looked like it changed directions from South to West. No sound and no lights. Recorded it on my
Bloomfield Hills,11/12/16 06:00,Oval,MI,My husband and I witnessed what appears to be oval and star like in shape from where stood. ((NUFORC Note: Star or planet? PD))
Louisville,11/12/16 01:15,Fireball,KY,Perfect triangular formation of fireballs to a thirty degree angle.
Freeport,11/12/16 00:00,Oval,NY,Black oval craft flying over my block and in the area shining a strong white beam near us and over some homes..
Alabaster,11/11/16 23:00,Light,AL,Light anomaly that didnt blink spotted sitting still than moving slow. ((anonymous report))
Middletown,11/11/16 23:00,Disk,DE,My husband and I thought it was a star until it disappeared and then showed up 45 seconds later a little bit farther to the right from
Owatonna,11/11/16 22:54,Fireball,MN,A meteor entered the atmosphere and exploded; very bright flash with a small remaining fire ball falling.
Jasper County,11/11/16 21:50,Flash,IA,Brief flash of light seen in the sky. Three people in the same area but separate from each other saw the light.
Anchorage,11/11/16 21:45,Cigar,AK,Bright orange pointed cigar 50 degrees above dithers horizon going full east to west in 5 sec. Appeared to be very low and faster than
Terra Linda,11/11/16 21:05,Light,CA,"We were outside.a red light went by us from W to E, which turn to green this thing dropped down then shot to the right, then hovered."
Terra Linda,11/11/16 21:05,Light,CA,Sitting outside. A red light streaked through from west to east. Changed to green. Dropped down. Shot right. Hovvered towards oakla
Sioux Falls,11/11/16 21:00,Circle,SD,Cloaked spacecraft? Something hidden in a cloud?
Raleigh,11/11/16 19:30,Circle,NC,"4 greenish-blue lights rotating around a red light, brief &quot;meteor-like&quot; sighting"
Phoenix,11/11/16 18:45,Light,AZ,Light follows Southwest Airlines flight for 60 minutes.
Boca Raton,11/11/16 18:30,Sphere,FL,Giant orange sparkling fireball fell draught down then split into 4 smaller balls traveling at perfect angles for 5 sec. then maneuve
Salt Lake City,11/11/16 18:24,Light,UT,I observed one or two extremely bright white lights east of my location. The intensity of the light(s) was the same as a halogen headli
